CRIM|INDUS|RM|AGE|DIS|TAX|PTRATIO|LSTAT
0.02729|7.07|7.185|61.1|4.9671|242.0|17.8|4.03
0.0536|5.64|6.511|21.1|6.8147|243.0|16.8|5.28
0.5201399999999999|3.97|8.398|91.5|2.2885|264.0|13.0|5.91
0.36894|5.86|8.259|8.4|8.9067|330.0|19.1|3.54
6.65492|18.1|6.317|83.0|2.7344|666.0|20.2|13.99
0.65665|3.97|6.8420000000000005|100.0|2.0107|264.0|13.0|6.9
0.05083|5.19|6.316|38.1|6.4584|224.0|20.2|5.68
5.669980000000002|18.1|6.683|96.8|1.3567|666.0|20.2|3.73
0.18159|7.38|6.376|54.3|4.5404|287.0|19.6|6.87
0.10008|2.46|6.563|95.6|2.847|193.0|17.8|5.68
1.49632|19.58|5.404|100.0|1.5916|403.0|14.7|13.28
7.75223|18.1|6.301|83.7|2.7831|666.0|20.2|16.23
0.09266|6.09|6.495|18.4|5.4917|329.0|16.1|8.67
